"path","classification","required","currently_staged","under_q3_batch_repair","under_q3_pilot_extraction","under_q3_pilot_extraction_quarantine","outside_known_q3_evidence_trees","reason"
"2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/abc.zip","INCLUDE","1","0","0","0","0","1","Current INCLUDE path outside the two primary Q3 trees; retained by the established INCLUDE rules."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1992-A-004/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0004.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0005.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0006.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0007.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0008.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/pages/0009.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-002/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1993-B-003/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0004.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0005.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0006.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0007.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0008.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/pages/0009.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-001/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/pages/0004.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-002/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0004.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0005.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/pages/0006.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-003/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-004/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/pages/0001.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/pages/0002.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/pages/0003.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/provenance.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-005/quality.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-006/manifest.json","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
"catalog/scale/g8_q3_batch_repair/CUMCM-1995-A-006/normalized_body.txt","INCLUDE","1","0","1","0","0","0","Q3 evidence tree file; previously unstaged because Git metadata staging was blocked."
